id,name,rot_num,line_id,price,handicap,selection,home_team,away_team
1610141666,Over,978,5010216978,1.621,0.5,Luisangel Acuña (Total Bases)(must start),Boston Red Sox,New York Mets
1610141667,Under,979,5010216979,2.2,0.5,Luisangel Acuña (Total Bases)(must start),Boston Red Sox,New York Mets
1610142360,Over,958,5010312647,2.37,1.5,Kyle Farmer (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610142361,Under,959,5010312648,1.543,1.5,Kyle Farmer (Total Bases)(must start),Colorado Rockies,Philadelphia Phillies
1610144813,Over,980,5010279352,1.568,0.5,Nathan Lukes (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610144814,Under,981,5010279353,2.31,0.5,Nathan Lukes (Total Bases)(must start),Toronto Blue Jays,San Diego Padres
1610145454,Over,968,5010054679,1.704,0.5,Jasson Domínguez (Total Bases)(must start),New York Yankees,Texas Rangers
1610145455,Under,969,5010054680,2.06,0.5,Jasson Domínguez (Total Bases)(must start),New York Yankees,Texas Rangers
1610145474,Over,968,5010218869,1.793,0.5,Kyle Higashioka (Total Bases)(must start),New York Yankees,Texas Rangers
1610145475,Under,969,5010218870,1.952,0.5,Kyle Higashioka (Total Bases)(must start),New York Yankees,Texas Rangers
1610145477,Over,968,5010186729,1.9,0.5,Josh Smith (Total Bases)(must start),New York Yankees,Texas Rangers
1610145478,Under,969,5010186730,1.84,0.5,Josh Smith (Total Bases)(must start),New York Yankees,Texas Rangers
1610149026,Over,960,5010340009,1.724,0.5,Miguel Rojas (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610149027,Under,961,5010340010,2.04,0.5,Miguel Rojas (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610149029,Over,970,5010312339,2.45,1.5,Seth Brown (Total Bases)(must start),Athletics,Los Angeles Angels
1610149030,Under,971,5010312340,1.512,1.5,Seth Brown (Total Bases)(must start),Athletics,Los Angeles Angels
1610150056,Over,960,5010340161,1.649,0.5,Tim Tawa (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610150057,Under,961,5010340162,2.16,0.5,Tim Tawa (Total Bases)(must start),Los Angeles Dodgers,Arizona Diamondbacks
1610151139,Over,970,5010256294,1.51,0.5,Tim Anderson (Total Bases)(must start),Athletics,Los Angeles Angels
1610151140,Under,971,5010256295,2.45,0.5,Tim Anderson (Total Bases)(must start),Athletics,Los Angeles Angels
